AccountingPeriods: Table 1
Name	Mandatory	Characteristics	Type	Description	XPath	CEDS ID	Format
@SIF_Action		O	string	" In a Change event, this flag can be used to indicate an element has been deleted from the parent list container.  At a minimum the key for the list must also be present. "	/LearningStandardAssociations/LearningStandardAssociation/SIF_ExtendedElements/SIF_ExtendedElement/@SIF_Action		Delete
SIF_ExtendedElement		OR	SIF_ExtendedElementType	"A name/value pair, the name being contained in the Name attribute, the value being the element content."	/LearningStandardAssociations/LearningStandardAssociation/SIF_ExtendedElements/SIF_ExtendedElement		

LearningStandardDocuments: Table 1
Name	Mandatory	Characteristics	Type	Description	XPath	CEDS ID	Format
@RefId	*	M	RefIdType	Id for the standards document	/LearningStandardDocuments/LearningStandardDocument/@RefId		
RefURI		O	anyURI	A URI that establishes uniqueness of the object instance.	/LearningStandardDocuments/LearningStandardDocument/RefURI		
Title	*	M	normalizedString	"Name of standard document, i.e., ""Washington Essential Academic Learning Requirements."""	/LearningStandardDocuments/LearningStandardDocument/Title	000694	
ShortName		O	token	A short name for the document.	/LearningStandardDocuments/LearningStandardDocument/ShortName		
DocumentVersion		O	token	Identifies the version of the document that this object instance represents. Note that new versions of documents must generate new RefIds and therefore a new object instance.  This element is immutable in that once the object has been published with a value (other than blank) it must never be changed. 	/LearningStandardDocuments/LearningStandardDocument/DocumentVersion		
Description		O	string	Description of the standards document.	/LearningStandardDocuments/LearningStandardDocument/Description		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/LearningStandardDocuments/LearningStandardDocument/Source/@Codeset		
Source	*	M	string	        Defines source of standard document.  This is the descriptive type of the organization listed in Organization. It serves to describe the type of the standards contained within the document.      	/LearningStandardDocuments/LearningStandardDocument/Source		
Organization	*	MR	normalizedString	Name of organization	/LearningStandardDocuments/LearningStandardDocument/Organizations/Organization	000699	
Author		OR	normalizedString	Name of author	/LearningStandardDocuments/LearningStandardDocument/Authors/Author		
OrganizationContactPoint		O	string	"A brief description of how to contact the organization maintaining the standards. It could be a phone number, email address, or URL."	/LearningStandardDocuments/LearningStandardDocument/OrganizationContactPoint	000693	
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/LearningStandardDocuments/LearningStandardDocument/SubjectAreas/SubjectArea/Code/@Codeset		
Code	*	M	string	"The subject area code (i.e., the first two digits of the course classification code)."	/LearningStandardDocuments/LearningStandardDocument/SubjectAreas/SubjectArea/Code	000702	
@Codeset	*	M	string	" Describes the OtherCode element content as either a state/province code, a local code, other code, or text string. "	/LearningStandardDocuments/LearningStandardDocument/SubjectAreas/SubjectArea/OtherCodeList/OtherCode/@Codeset		"StateProvince, Local, Other, Text"
OtherCode	*	MR	string	" A state/province code, local code, other code or a text string that crosswalks to or serves as a translation of an associated Code element. "	/LearningStandardDocuments/LearningStandardDocument/SubjectAreas/SubjectArea/OtherCodeList/OtherCode		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/LearningStandardDocuments/LearningStandardDocument/DocumentStatus/@Codeset		
DocumentStatus	*	M	LearningStandardDocumentDocumentStatusType		/LearningStandardDocuments/LearningStandardDocument/DocumentStatus		
DocumentDate		O	date	The date the current status was achieved.	/LearningStandardDocuments/LearningStandardDocument/DocumentDate	000700	
LocalAdoptionDate		O	date	The date the local organization adopted this standard document	/LearningStandardDocuments/LearningStandardDocument/LocalAdoptionDate		
LocalArchiveDate		O	date	The date the local organization stopped using this standard document and superseded by a new document.	/LearningStandardDocuments/LearningStandardDocument/LocalArchiveDate		
EndOfLifeDate		O	date	This is the date that the governing organization retired this document. 	/LearningStandardDocuments/LearningStandardDocument/EndOfLifeDate	000701	
Date		C	date	Copyright date	/LearningStandardDocuments/LearningStandardDocument/Copyright/Date		
Holder		C	normalizedString	Name of the copyright holder	/LearningStandardDocuments/LearningStandardDocument/Copyright/Holder		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/LearningStandardDocuments/LearningStandardDocument/GradeLevels/GradeLevel/Code/@Codeset		
Code	*	M	string	Code representing the grade level.	/LearningStandardDocuments/LearningStandardDocument/GradeLevels/GradeLevel/Code	000100	"IT, PR, PK, TK, KG, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12, 13, PS, UG, AE, Other"
@Codeset	*	M	string	" Describes the OtherCode element content as either a state/province code, a local code, other code, or text string. "	/LearningStandardDocuments/LearningStandardDocument/GradeLevels/GradeLevel/OtherCodeList/OtherCode/@Codeset		"StateProvince, Local, Other, Text"
OtherCode	*	MR	string	" A state/province code, local code, other code or a text string that crosswalks to or serves as a translation of an associated Code element. "	/LearningStandardDocuments/LearningStandardDocument/GradeLevels/GradeLevel/OtherCodeList/OtherCode		
RepositoryDate		O	date	Date document data was added to the repository	/LearningStandardDocuments/LearningStandardDocument/RepositoryDate		
LearningStandardItemRefId	*	M	IdRefType	Link to the first/top LearningStandardItem in the standard hierarchy	/LearningStandardDocuments/LearningStandardDocument/LearningStandardItemRefId		
LearningStandardDocumentRefId		OR	IdRefType	Link to  LearningStandardDocument	/LearningStandardDocuments/LearningStandardDocument/RelatedLearningStandards/LearningStandardDocumentRefId		
Type	*	M	normalizedString	" This element is designed to contain the time period attached to an object. Very long periods (school year, quarter, etc.) and very small periods (second, millisecond, etc.) can be defined. This element provides a scoping description of the time metadata enclosed. "	/LearningStandardDocuments/LearningStandardDocument/SIF_Metadata/TimeElements/TimeElement/Type		
Code	*	M	token	" This element provides a place for the application to send structured data (code values, unique identifier, timestamps). This code value can, depending upon the use case agreement between agents, be used to qualify the data in the "	/LearningStandardDocuments/LearningStandardDocument/SIF_Metadata/TimeElements/TimeElement/Code		
Name	*	M	normalizedString	 Contains a human-readable description of the value in 	/LearningStandardDocuments/LearningStandardDocument/SIF_Metadata/TimeElements/TimeElement/Name		
Value	*	M	normalizedString	Contains the human-readable value.	/LearningStandardDocuments/LearningStandardDocument/SIF_Metadata/TimeElements/TimeElement/Value		
StartDateTime		O	dateTime		/LearningStandardDocuments/LearningStandardDocument/SIF_Metadata/TimeElements/TimeElement/StartDateTime		
EndDateTime		O	dateTime		/LearningStandardDocuments/LearningStandardDocument/SIF_Metadata/TimeElements/TimeElement/EndDateTime		
Type	*	M	normalizedString		/LearningStandardDocuments/LearningStandardDocument/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Type		
Code	*	M	token		/LearningStandardDocuments/LearningStandardDocument/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Code		
Name	*	M	normalizedString		/LearningStandardDocuments/LearningStandardDocument/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Name		
Value	*	M	normalizedString		/LearningStandardDocuments/LearningStandardDocument/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Value		
StartDateTime		O	dateTime		/LearningStandardDocuments/LearningStandardDocument/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/StartDateTime		
EndDateTime		O	dateTime		/LearningStandardDocuments/LearningStandardDocument/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/EndDateTime		
IsCurrent	*	M	boolean	 This element allows for the system to tag an object as being explicitly current. Although the baseline assumption in SIF is that objects are always current (default value is typically 	/LearningStandardDocuments/LearningStandardDocument/SIF_Metadata/TimeElements/TimeElement/IsCurrent		
DateTime	*	M	dateTime		/LearningStandardDocuments/LearningStandardDocument/SIF_Metadata/LifeCycle/Created/DateTime		
Name	*	M	normalizedString	" Human-readable name of the data's creator. If the object contains system-generated data, the name should identify the creating service or application. "	/LearningStandardDocuments/LearningStandardDocument/SIF_Metadata/LifeCycle/Created/Creators/Creator/Name		
ID	*	M	normalizedString	Unique identifier of the creator.  An email address or URI could be used here.	/LearningStandardDocuments/LearningStandardDocument/SIF_Metadata/LifeCycle/Created/Creators/Creator/ID		
By	*	M	normalizedString	Identifier of the system or person that modified the data.	/LearningStandardDocuments/LearningStandardDocument/SIF_Metadata/LifeCycle/ModificationHistory/Modified/By		
DateTime	*	M	dateTime	The date/time the modification occurred.	/LearningStandardDocuments/LearningStandardDocument/SIF_Metadata/LifeCycle/ModificationHistory/Modified/DateTime	000534	
Description		O	string	Human readable description of the data modifications.	/LearningStandardDocuments/LearningStandardDocument/SIF_Metadata/LifeCycle/ModificationHistory/Modified/Description		
Type	*	M	normalizedString	" This element is designed to contain the time period attached to an object. Very long periods (school year, quarter, etc.) and very small periods (second, millisecond, etc.) can be defined. This element provides a scoping description of the time metadata enclosed. "	/LearningStandardDocuments/LearningStandardDocument/SIF_Metadata/LifeCycle/TimeElements/TimeElement/Type		
Code	*	M	token	" This element provides a place for the application to send structured data (code values, unique identifier, timestamps). This code value can, depending upon the use case agreement between agents, be used to qualify the data in the "	/LearningStandardDocuments/LearningStandardDocument/SIF_Metadata/LifeCycle/TimeElements/TimeElement/Code		
Name	*	M	normalizedString	 Contains a human-readable description of the value in 	/LearningStandardDocuments/LearningStandardDocument/SIF_Metadata/LifeCycle/TimeElements/TimeElement/Name		
Value	*	M	normalizedString	Contains the human-readable value.	/LearningStandardDocuments/LearningStandardDocument/SIF_Metadata/LifeCycle/TimeElements/TimeElement/Value		
StartDateTime		O	dateTime		/LearningStandardDocuments/LearningStandardDocument/SIF_Metadata/LifeCycle/TimeElements/TimeElement/StartDateTime		
EndDateTime		O	dateTime		/LearningStandardDocuments/LearningStandardDocument/SIF_Metadata/LifeCycle/TimeElements/TimeElement/EndDateTime		
Type	*	M	normalizedString		/LearningStandardDocuments/LearningStandardDocument/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/Type		
Code	*	M	token		/LearningStandardDocuments/LearningStandardDocument/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/Code		
Name	*	M	normalizedString		/LearningStandardDocuments/LearningStandardDocument/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/Name		
Value	*	M	normalizedString		/LearningStandardDocuments/LearningStandardDocument/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/Value		
StartDateTime		O	dateTime		/LearningStandardDocuments/LearningStandardDocument/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/StartDateTime		
EndDateTime		O	dateTime		/LearningStandardDocuments/LearningStandardDocument/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/EndDateTime		
